ICB name,GP code,GP name,Asthma: QOF prevalence,Bowel cancer screening coverage: aged 60 to 74 years old,Breast screening coverage: aged 53 to 70 years old,CHD: QOF prevalence,CKD: QOF prevalence,COPD: QOF prevalence,Cancer: QOF prevalence,Cervical screening coverage: aged 25 to 49 years old,Cervical screening coverage: aged 50 to 64 years old,Children who received at least 1 dose of MMR vaccine between the ages of 1 and 1.5 yrs,Dementia: QOF prevalence,Depression: QOF incidence - new diagnosis,Deprivation score (IMD 2025),Diabetes: QOF prevalence,Hypertension: QOF prevalence,"Last BP reading of patients (80+ yrs, with hypertension), in the last 12 months is <= 150/90 mmHg (denominator incl. PCAs)","Last BP reading of patients (<80 yrs, with hypertension), in the last 12 months is <= 140/90 mmHg (denominator incl. PCAs)",Learning disability: QOF prevalence,Mental Health: QOF prevalence,Obesity: QOF prevalence (new definition),Osteoporosis: QOF prevalence,"Patients (aged 45+ yrs), who have a record of blood pressure in the last 5 yrs (denominator incl. PCAs)",Patients with diabetes and a history of CVD (excl. haem. stroke) treated with a statin (denominator incl. PCAs),People with type 2 diabetes who have received an annual foot check,People with type 2 diabetes who received a cholesterol check,Smoking: QOF prevalence,Stroke: QOF prevalence,Weighted population
Surrey Heartlands  ICB - 92A ,H81065,Hersham Surgery,5.9022,67.4699,71.9298,2.7976,6.7295,1.8249,4.813,74.581,72.4359,95.5357,1.0629,1.27,9.454,6.2717,14.81,83.3333,73.5621,0.1805,0.6518,10.6834,3.7604,82.4028,84.6535,88.0952,92.8571,9.9488,2.3664,9222
Surrey Heartlands  ICB - 92A ,H81066,Grove Medical Centre,5.2584,71.1944,68.8474,2.5589,5.1095,1.2238,3.5668,70.3214,76.4505,91.7808,0.5759,2.067,11.943,6.4283,13.6976,81.5385,64.7741,0.4647,0.8246,14.1065,1.2033,87.0642,90.0332,82.8571,96.4286,10.4933,1.6558,12975
Surrey Heartlands  ICB - 92A ,H81067,Cobham Health Centre,4.5552,67.696,64.1447,2.463,3.5803,1.0129,5.2612,64.5669,68.3636,91.6667,1.4793,0.489,9.714,4.7542,11.3168,82.8125,65.7061,0.2842,0.5975,6.6624,1.7991,78.9643,80.3468,90.3226,95.6989,8.1309,1.9384,12672
Surrey Heartlands  ICB - 92A ,H81068,Brockwood Medical Practice,6.2166,75.6539,78.0186,3.0745,6.7893,1.5908,5.2011,77.044,75.6272,85.8974,1.9535,1.132,12.363,7.007,19.5516,85.4232,71.4533,0.3627,0.8737,8.0586,1.6415,85.059,77.6596,85.8268,96.8504,10.322,2.3574,13169
Surrey Heartlands  ICB - 92A ,H81070,Heathcote Medical Centre,5.2548,77.7538,79.6238,2.8261,2.6504,1.3458,5.013,71.9512,78.9063,85.5263,1.085,0.297,7.819,6.3004,16.7718,80.0712,72.067,0.2944,0.5215,11.1646,0.5302,80.1345,85.1648,84.0708,93.8053,9.0153,2.1196,11330
Surrey Heartlands  ICB - 92A ,H81071,Ashley Centre Surgery,6.9827,65.8451,72.8155,2.522,3.2228,1.1719,3.844,66.8435,75.1323,90.1961,0.6657,1.5,10.015,6.5867,13.4821,85.6574,75.4844,0.45,0.9751,11.1918,2.0941,82.7851,81.5,93,97,9.8206,1.6876,9461
Surrey Heartlands  ICB - 92A ,H81072,Medwyn Surgery,7.6713,73.1235,69.9324,2.8751,3.8929,1.5162,4.0624,73.617,75,89.8551,0.9512,0.826,9.974,5.8231,14.018,81.9172,75.2165,0.3719,1.0514,6.4338,0.8006,89.0026,86.5385,88.2883,95.4955,11.0335,1.7594,12941
Surrey Heartlands  ICB - 92A ,H81073,Church Street Practice,5.003,69.6658,65.7143,2.3666,4.4058,0.9031,4.6767,67.3469,71.0526,94.2857,0.6813,1.003,6.952,4.7416,11.6997,74.3309,63.0289,0.1774,0.6612,6.3006,0.5667,79.0995,80.1187,77.381,86.9048,6.9191,1.536,14870
Surrey Heartlands  ICB - 92A ,H81074,St Stephens House Surgery,6.6549,79.2271,75.7143,3.0912,4.2425,1.0954,5.027,79.2271,78.2609,97.1831,1.0954,0.852,4.88,6.3785,14.3607,83.5878,75.9712,0.5102,0.9604,13.0182,0.6475,89.8034,85.5856,89.6552,96.5517,5.8694,2.3259,6381
Surrey Heartlands  ICB - 92A ,H81076,Grayshott Surgery,6.6073,78.7449,73.5119,4.2866,6.7598,1.383,6.1792,70.3583,74.8175,95.7143,1.7389,0.883,8.383,6.4319,18.8612,78.5616,63.5799,1.3183,1.0434,11.3956,1.4627,87.3744,80.8664,60.5505,90.8257,7.3336,2.6286,13655
Surrey Heartlands  ICB - 92A ,H81077,Shere Surgery & Dispensary,5.776,75,76.2931,2.8145,4.6133,1.565,4.6949,73.7113,75.6477,91.1111,0.74,0.426,10.519,4.4294,13.842,84.466,63.8221,0.2426,0.7885,7.567,3.012,88.0233,74.5902,82.3529,92.1569,6.91,1.8076,7343
Surrey Heartlands  ICB - 92A ,H81078,Glenlyn Medical Centre,6.2391,68.8623,65.4155,2.5936,4.2518,1.3441,4.364,70.0355,75,88.3212,1.0955,1.246,9.079,5.6868,14.608,78.2609,55.2167,0.5507,1.0658,10.0179,0.564,78.0452,80.7087,87.4074,93.3333,10.7325,1.806,16255
Surrey Heartlands  ICB - 92A ,H81080,Longcroft Clinic,7.0177,78.7081,76.2411,3.6401,6.5455,1.5062,7.0966,77.3077,75.3191,84.2105,1.8538,1.176,6.547,7.2863,20.4017,73.3434,67.0117,0.4731,0.8014,10.1561,1.1196,90.4114,84.9372,86.9159,92.5234,8.075,2.6745,11418
Surrey Heartlands  ICB - 92A ,H81081,Tadworth Medical Centre,6.1759,73.8562,73.3645,3.1493,5.0693,1.9683,5.7434,72.9299,74.5763,85.3933,1.5343,1.707,12.379,7.5174,16.3319,79.9076,75.865,0.6157,1.0599,12.9107,2.1441,88.7631,74.3842,84.7619,91.4286,12.6228,2.3519,11112
Surrey Heartlands  ICB - 92A ,H81084,The Horsley Medical Practice,6.5637,82.0707,80.4348,3.5361,4.3742,0.5846,6.5064,74.8,80.2521,96.8254,1.1693,0.91,4.891,4.0522,14.2763,81.5416,76.2977,0.2923,0.5469,5.2607,1.9879,90.1693,76.3359,85,95,4.7635,1.9802,8544
Surrey Heartlands  ICB - 92A ,H81085,St Luke's Surgery,5.7069,79.5527,77.5,2.4741,4.9195,0.5527,4.4131,74.4125,80.786,94.7368,0.7633,1.326,6.366,4.9973,12.511,81.6438,77.3798,0.2632,0.8949,9.9923,2.5986,90.039,81.4815,90.411,95.8904,5.8842,1.5705,8839
Surrey Heartlands  ICB - 92A ,H81086,Thorkhill Surgery,5.7052,76.3006,68.4685,2.7649,5.585,1.0898,5.2472,70.1149,71.5596,89.7436,0.8476,1.516,5.661,4.9429,12.9768,80.6452,75.8197,1.2513,1.0898,7.5057,2.0167,81.8255,80,8.8235,85.2941,7.4994,1.776,4276
Surrey Heartlands  ICB - 92A ,H81087,St David's Family Practice,5.077,59.3272,54.5064,2.6287,4.339,1.541,2.2532,64.4628,72.381,89.6739,0.8546,1.955,25.58,9.2234,13.9722,82.5826,58.6849,0.4532,0.8287,15.1234,0.2326,80.5662,86.0399,76.7327,90.5941,17.6424,1.528,14611
Surrey Heartlands  ICB - 92A ,H81089,The Wall House Surgery,6.6971,72.6577,69.3046,1.9078,4.1894,0.9872,3.9045,78.4191,78.4615,95.9596,0.627,2.646,8.262,4.7108,12.1315,87.5957,80.4337,0.338,0.6759,10.3092,4.0234,90.5308,79.6296,90.2985,94.7761,8.155,1.4364,18572
Surrey Heartlands  ICB - 92A ,H81090,Woodbridge Hill Surgery,5.4719,68.5121,69.6262,1.6802,2.6595,1.1792,2.6028,55.9649,75.1323,85.4839,0.3666,1.882,10.75,4.4078,10.6617,80.5825,66.9916,0.501,0.8615,10.6089,1.3195,84.0116,83.5227,75.4717,87.7358,12.5624,0.7454,12484
Surrey Heartlands  ICB - 92A ,H81091,Spring Street Surgery,5.7096,74.3802,70.7602,2.1485,4.5982,1.1422,3.6103,75.641,78.1457,92.3913,0.5371,1.368,6.66,6.0509,13.5233,80.0915,74.4201,0.2856,0.5167,9.4124,1.3246,86.9065,83.5391,85.8974,93.5897,8.3843,1.421,7967
Surrey Heartlands  ICB - 92A ,H81094,The Red Practice Walton,4.7677,72.5694,71.9457,2.2721,3.4566,1.0035,3.73,70.8333,73.0392,87.7551,0.7574,0.648,11.013,6.3092,11.8906,76.3578,70.4136,0.2556,0.8142,8.7254,1.2767,85.4688,80.2632,83.6957,91.3043,11.7634,1.4958,9223
Surrey Heartlands  ICB - 92A ,H81095,The Yellow Practice,4.007,68.2927,68.8312,2.4262,6.7075,1.4613,3.6394,71.6667,72.0588,96.1539,0.5514,0.613,12.162,7.8036,17.4524,87.1622,77.732,0.4411,0.7168,9.8059,0.888,80.8756,92.5,83.3333,90.4762,13.2656,1.351,3696
Surrey Heartlands  ICB - 92A ,H81099,Esher Green Surgery,5.5862,76.178,69.4352,1.8245,3.9709,0.6299,3.8662,69.4064,73.4545,94.5206,0.572,1.264,7.388,4.0529,11.4104,71.7579,66.5582,0.1882,0.5213,6.2347,0.3326,79.8619,79.3103,64.7887,85.9155,6.843,1.629,9574
Surrey Heartlands  ICB - 92A ,H81103,Eastwick Park Medical Practice,6.2245,80.0699,79.8995,3.0222,4.4959,1.2137,6.9426,76.0563,78.3951,91.5254,0.6797,1.832,6.45,5.9552,14.4556,82.6347,74.5624,0.9831,0.971,8.7193,0.5564,82.6246,83.0882,91.4286,95.7143,6.5202,2.2576,7563
Surrey Heartlands  ICB - 92A ,H81104,Stanwell Road Surgery,5.0807,69.1358,66.3043,2.3689,4.1975,1.3697,3.6264,62.8483,71.9512,93.8776,0.3817,1.409,15.425,8.0476,13.495,74.0566,58.1818,0.4491,0.7073,13.7877,1.6622,88.499,84.8485,81.25,87.5,14.0968,1.4932,7722
Surrey Heartlands  ICB - 92A ,H81107,Oxshott Medical Practice,4.8567,72.9167,70.9497,2.3227,3.6794,0.462,5.3946,68.2203,73.4104,86.6667,0.9366,1.692,4.813,3.4671,11.4011,78.7879,65.7935,0.3122,0.4745,3.7615,2.4496,80.8625,82.2785,71.4286,85.7143,4.9777,1.7233,5610
Surrey Heartlands  ICB - 92A ,H81109,Capelfield Surgery,6.5809,78.4387,71.5736,2.6268,5.3873,1.2233,5.7301,78.7879,83.3333,93.0556,0.5923,0.933,4.986,4.4337,13.5462,89.2361,76.8325,0.2704,0.6052,6.9265,0.9807,89.9136,84.1584,91.4894,95.7447,6.8875,1.8285,6459
Surrey Heartlands  ICB - 92A ,H81111,Virginia Water Medical Practice,4.6739,76.087,67.6259,3.1635,7.2361,0.8208,5.0274,74.5455,79.3388,78.2609,0.9747,0.599,6.714,6.3422,16.2962,83.7302,74.6077,0.7353,0.7011,11.0683,1.0301,90.7104,84.6847,94.1176,100,6.9663,1.7613,4492
Surrey Heartlands  ICB - 92A ,H81113,Leith Hill Practice,7.0555,76.2463,75.5656,2.7564,4.4428,2.0363,5.1527,76.7123,77.5281,88.3333,0.8071,0.205,13.451,6.0545,16.7494,89.4428,78.8691,0.1614,0.7946,8.827,0.1967,91.749,84.2466,89.8551,94.2029,11.8464,1.8748,8500
Surrey Heartlands  ICB - 92A ,H81116,Elizabeth House Medical Practice,6.8413,81.106,72.1088,3.9973,8.6536,1.8811,5.9288,78.3626,80.3279,84.6154,1.0413,0.987,9.06,7.6748,17.3665,87.5,73.7662,0.571,0.6886,13.0645,1.7589,91.6259,82.7815,93.3333,95,9.6599,2.4017,6013
Surrey Heartlands  ICB - 92A ,H81119,Warlingham Green Med Prac,6.3205,73.2441,65.9142,2.5838,5.0098,1.3755,4.3729,77.3533,80.1508,86.9732,0.6227,1.522,10.586,7.2677,14.5685,80.7131,70.2939,0.4508,0.7946,11.8671,3.3245,89.5336,84.7575,88.0952,93.8095,11.9097,1.6404,19119
Surrey Heartlands  ICB - 92A ,H81122,Hythe Medical Centre Surgery,4.5714,70.7317,64.2424,2.2421,4.0621,0.9758,3.5084,60.6557,69.6552,87.5,0.5809,2.249,13.889,6.3915,11.6752,79.6875,74.1697,0.2207,0.7086,11.4464,0.1992,82.8892,86.4,79.1667,87.5,12.5331,1.3127,6938
Surrey Heartlands  ICB - 92A ,H81123,Sheerwater Health Centre,5.8408,66.129,67.3913,2.0181,2.8045,1.2284,1.4624,69.6,80.4878,93.1818,0.2047,1.002,23.741,9.7532,12.4013,84.6154,74.7312,0.6727,0.585,17.0673,0.9697,90.1961,82.8125,85.4167,97.9167,12.7676,1.2284,2717
Surrey Heartlands  ICB - 92A ,H81126,Tattenham Health Centre,6.9789,78.9091,77.5401,2.8836,5.2045,1.6514,5.6911,81.6239,83.4395,87.7193,2.0579,2.037,7.469,6.4921,17.2891,79.4038,77.621,0.5589,0.9146,13.2262,2.1834,91.2921,74.3243,89.7059,95.5882,8.8548,2.2358,7461
Surrey Heartlands  ICB - 92A ,H81128,Vine Medical Centre,5.5945,75.8491,69.7802,2.8228,4.7562,1.2268,5.0977,74.3295,78.125,94.0476,1.2863,1.283,8.55,5.3508,14.233,87.013,64.487,0.2501,0.8814,7.5796,1.7297,85.4496,82.4818,80,85.4545,8.5925,1.9057,7026
Surrey Heartlands  ICB - 92A ,H81129,Pirbright Surgery,5.8606,77.9661,76.9231,2.1601,3.3333,1.0589,3.5578,75.4098,77.7778,95.2381,0.4024,0.361,6.243,4.7268,12.1559,93.75,78.5714,0.1694,0.4024,14.4444,0.5545,93.7532,88.1356,93.3333,100,7.6903,1.3342,3636
Surrey Heartlands  ICB - 92A ,H81131,Dr S Morcos,4.5282,64.8148,68,2.3748,4.8881,1.0816,3.2448,66.2069,68.6567,89.3617,0.6584,0.471,11.922,7.0681,13.2847,82.7273,74.5055,0.8229,1.1051,6.6549,1.9915,82.2785,84.9315,74.359,89.7436,11.1866,1.1286,3448
Surrey Heartlands  ICB - 92A ,H81133,The Integrated Care Partnership,5.9672,76.1122,69.6801,2.5755,4.8017,1.0979,5.2617,65.5838,71.0443,89.6996,0.7467,1.425,8.111,6.6504,16.6013,71.1093,65.0476,0.7404,0.8511,8.1098,1.5617,86.7369,79.661,67.0034,92.2559,9.7189,1.7623,29154
Surrey Heartlands  ICB - 92A ,H81134,Staines Health Group,5.7712,74.1206,76.6784,2.7202,4.6393,1.4477,4.587,63.8344,74.7934,91.1504,0.8077,1.704,12.729,7.4094,15.4907,78.178,57.335,0.2743,0.8991,12.5197,1.5439,83.0323,80.4428,76.8116,88.4058,11.4505,1.8059,11958
Surrey Heartlands  ICB - 92A ,H81618,Molebridge Practice,6.6408,72.3757,64,2.8316,5.4494,1.8381,4.9015,75.4902,73.2143,68.5714,1.4903,1.911,11.817,7.0885,15.5158,81.3492,59.1241,0.6127,0.9604,9.1094,0.7819,87.5559,78.9474,86.7647,92.6471,13.4025,2.3183,6538
Surrey Heartlands  ICB - 92A ,H81632,The Orchard Surgery,6.1174,69.7674,65.5172,3.7134,3.8831,1.4459,4.4693,73.7864,76.5957,97.7778,0.3286,1.712,13.182,9.1358,14.7552,85.5769,71.0145,0.1972,0.723,12.1086,0.7888,90.5476,78.2051,80,90,9.5085,1.9389,2743
Surrey Heartlands  ICB - 92A ,H81638,Smallfield Surgery,6.4841,73.4349,68.5749,3.0954,5.6901,1.4032,4.8683,73.1801,75.8065,90.4494,0.9711,1.922,12.763,7.3221,15.2583,76.5394,66.3609,0.8982,1.0075,14.2635,1.3688,86.5201,77.6101,81.5013,88.7399,12.5142,2.0619,37362
Surrey Heartlands  ICB - 92A ,H81641,The Practice College Road,5.7443,46.875,34.8837,2.6822,2.3241,0.4808,1.2905,45.7746,58.1395,80.4878,0.1518,1.833,21.472,11.5224,10.7034,88.5714,73.1959,0.6326,1.2146,15.8429,0.1174,79.0266,88.8889,60.9375,76.5625,11.4525,0.7591,2978
Surrey Heartlands  ICB - 92A ,H81642,Upper Halliford Medical Centre,3.4483,69.4215,60.241,2.5647,1.2994,1.0799,2.3397,70.1754,74.6667,86.2745,0.6749,1.243,15.006,6.9813,15.2531,83.2215,72.4008,0.4049,0.6074,7.6271,0.2536,88.3449,89.6552,79.1667,89.5833,11.6494,1.7323,4118
Surrey Heartlands  ICB - 92A ,H81643,Maybury Surgery,3.3921,49.0196,45,2.1351,1.9519,0.3768,0.8792,61.5385,68.2927,92.5926,0.1758,1.269,21.325,9.6,8.5406,74.1936,64.4013,0.8541,0.628,13.1425,0.2601,82.037,86.8421,90.3846,92.3077,12.1718,0.6531,2646
Surrey Heartlands  ICB - 92A ,H81644,Fountain Practice,5.8314,73.6434,68.3938,3.1483,4.3534,1.4342,4.0229,64.0288,69.8864,90.9091,1.6091,1.595,8.677,7.4132,14.354,75.6831,61.9653,0.3498,0.6763,12.0259,0.4985,83.5895,75.4286,76.3441,84.9462,10.4726,2.2038,8662
Surrey Heartlands  ICB - 92A ,H81656,Shadbolt Park House Surg,5.2724,75,80,2.9899,3.3975,1.4318,5.5727,68.8995,78.6667,95.4546,0.6036,0.901,5.578,7.8673,18.8237,78.6787,72.0238,0.1404,0.7159,8.7537,0.4981,86.3175,86,82.1429,90.4762,8.3347,1.9933,7138
Surrey Heartlands  ICB - 92A ,H81658,New Ottershaw Surgery,6.7433,81.5166,73.0769,3.565,6.7721,1.6593,5.5692,76.7568,82.2222,83.0509,0.7557,1.176,10.619,7.3911,17.0527,82.7586,71.9434,0.4107,0.6407,11.8005,1.3488,93.1436,82.3529,91.6667,96.6667,7.8283,2.0043,5585
Surrey Heartlands  ICB - 92A ,H81663,Ashley Medical Practice,3.194,58.9041,54.717,1.0598,1.9034,0.7065,1.712,57.3171,60.7143,71.875,1.087,0.211,10.187,5.1077,7.4185,82.1918,63.5,0.2717,1.0326,4.5471,0.4643,69.8153,81.4815,62.963,85.1852,12.7175,0.9239,2889
Surrey Heartlands  ICB - 92A ,H81672,Lantern Surgery,5.8397,73.4568,67.4603,2.2734,6.0568,1.0104,4.8311,75.5102,74.5902,96.9697,1.1525,0.767,5.019,4.7551,12.2513,89.4737,71.6446,0.2526,0.7105,6.6584,0.7308,86.1643,79.1209,86.4865,83.7838,7.086,1.6261,5412
Frimley ICB - D4U1Y ,H81013,Bartlett Group Practice,6.9022,76.4972,78.9474,2.9493,4.7373,1.3288,3.7087,72.6141,73.2283,88.9222,0.9105,1.861,9.325,7.4528,15.4744,81.0577,62.1951,0.3304,0.58,11.0317,0.5266,83.1802,85.0909,78.0576,87.0504,10.3031,1.6803,26697
Frimley ICB - D4U1Y ,H81027,Farnham Park Health Group,6.1147,76.7717,74.7851,2.8827,4.5927,1.5842,4.5664,71.673,79.288,93.6508,1.168,1.458,8.182,6.355,15.3765,86.0606,65.8402,0.6275,0.789,12.886,1.1299,90.4973,82.3105,70.922,88.6525,9.698,1.8638,15451
Frimley ICB - D4U1Y ,H81039,Park House Surgery,6.1626,76.5258,72.6667,2.8212,4.6476,1.4719,4.2318,78.4404,80.315,89.0909,0.92,1.562,9.709,7.1643,16.3293,79.2593,74.2138,0.322,0.6593,10.8571,2.0522,89.2449,85.1563,84.2857,88.5714,11.1009,1.9166,6253
Frimley ICB - D4U1Y ,H81040,Station Road Surgery,6.5235,76.0504,76.5714,2.3516,3.1837,1.3407,3.5934,65.625,79.4872,95.5882,1.1758,1.388,7.688,7.6367,15.8242,89.0208,74.796,0.6703,0.6154,12.4354,0.7981,91.3491,87.2483,84.6939,90.8163,9.9675,1.5604,7939
Frimley ICB - D4U1Y ,H81069,Park Road Group Practice,5.5493,75.7235,76.1364,2.6948,3.4972,1.2036,3.7789,73.444,79.8429,94.0594,1.3894,1.512,8.839,7.3718,14.6113,78.1737,65.599,0.5841,0.6726,11.3533,0.5583,87.9197,82.8496,81.3559,84.322,10.2849,2.0134,19542
Frimley ICB - D4U1Y ,H81075,Upper Gordon Road Surgery,6.6855,71.9346,73.6059,2.9612,4.7051,1.6025,4.7291,65.5612,75.5365,95.3488,1.0712,1.299,9.361,6.976,14.8842,76.7773,66.5113,0.5922,1.019,12.5506,1.1209,83.4818,83.945,89.6552,92.2414,11.7988,1.7854,11027
Frimley ICB - D4U1Y ,H81082,Camberley Health Centre,5.4147,72.093,64.7887,2.8333,3.2951,1.6612,3.7913,64.2651,71.0227,92.1569,0.7542,0.474,11.304,7.6857,13.0249,74.3333,68.2004,0.7338,0.7134,13.8667,0.6797,84.3932,84.8837,89.2857,93.75,12.5824,1.4268,8903
Frimley ICB - D4U1Y ,H81088,Downing Street Group Practice,5.8599,78.7383,71.777,2.8659,4.4688,1.4504,4.5673,69.1954,75.8333,96.2264,0.7252,1.132,7.987,5.4549,14.0158,83.6735,71.9239,0.3138,0.8437,10.8784,2.0937,86.8025,87.6712,81.3084,89.7196,9.4241,1.7851,12234
Frimley ICB - D4U1Y ,H81110,Holly Tree Surgery,6.3837,82.6291,79.4702,3.124,4.6465,0.9216,5.9825,78.882,79.2593,97.2222,1.109,1.072,6.452,4.6832,15.7451,74.3772,56.3962,0.3593,0.7185,9.2335,0.7555,89.0784,77.0492,81.3953,81.3953,5.8669,2.0306,5336
Frimley ICB - D4U1Y ,H81130,Lightwater Surgery,5.5235,79.9632,78.4062,2.5567,2.5635,0.946,4.4679,77.8723,80.1829,92.8571,0.6072,0.74,5.421,5.6988,15.0144,80,66.2698,0.1534,0.3771,9.7604,0.2741,88.9821,84.1177,86.6071,91.0714,6.6555,1.534,13020
Frimley ICB - D4U1Y ,H81615,Farnham Dene Medical Practice,6.3318,82.5243,77.1084,2.3886,3.7067,0.8506,4.8452,75.0538,79.932,92.6471,0.8506,1.603,6.845,4.8738,12.4668,77.986,61.4947,0.4968,0.7554,11.4603,1.7031,86.072,83.1522,77.7778,84.4444,7.1344,1.5243,11271
