ICB name,GP code,GP name,Asthma: QOF prevalence,Bowel cancer screening coverage: aged 60 to 74 years old,Breast screening coverage: aged 53 to 70 years old,CHD: QOF prevalence,CKD: QOF prevalence,COPD: QOF prevalence,Cancer: QOF prevalence,Cervical screening coverage: aged 25 to 49 years old,Cervical screening coverage: aged 50 to 64 years old,Children who received at least 1 dose of MMR vaccine between the ages of 1 and 1.5 yrs,Dementia: QOF prevalence,Depression: QOF incidence - new diagnosis,Deprivation score (IMD 2025),Diabetes: QOF prevalence,Hypertension: QOF prevalence,"Last BP reading of patients (80+ yrs, with hypertension), in the last 12 months is <= 150/90 mmHg (denominator incl. PCAs)","Last BP reading of patients (<80 yrs, with hypertension), in the last 12 months is <= 140/90 mmHg (denominator incl. PCAs)",Learning disability: QOF prevalence,Mental Health: QOF prevalence,Obesity: QOF prevalence (new definition),Osteoporosis: QOF prevalence,"Patients (aged 45+ yrs), who have a record of blood pressure in the last 5 yrs (denominator incl. PCAs)",Patients with diabetes and a history of CVD (excl. haem. stroke) treated with a statin (denominator incl. PCAs),People with type 2 diabetes who have received an annual foot check,People with type 2 diabetes who received a cholesterol check,Smoking: QOF prevalence,Stroke: QOF prevalence,Weighted population
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81025,The Oakley Surgery,6.5638,59.1463,59.322,2.4695,4.2179,1.3135,2.4826,54.1958,66.6667,66.9643,0.7224,0.246,26.382,11.9282,14.3702,79.8122,56.9807,0.9589,0.8932,11.0721,0.356,85.3677,82.9787,77.8689,88.5246,11.1055,1.6288,7586
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81026,Larkside Practice,6.8958,72.7273,66.3366,2.9262,5.0781,1.9508,3.4444,69.3182,76.4706,86.0656,0.4267,1.785,19.12,9.934,15.4034,83.7607,68.2527,0.4674,1.077,16.1396,1.028,86.3374,81.59,83.2117,92.7007,13.0478,1.5749,9551
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81027,Houghton Regis Medical Centre,4.4312,61.6099,69.2308,2.3239,2.4552,1.7723,1.8532,67.3267,75.6345,86.1272,0.4192,1.406,22.693,9.1316,12.3989,76.5182,58.8603,0.5589,0.7722,14.7807,0.1828,84.8077,89.2857,70,84.375,19.7639,1.3311,12284
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81028,The Blenheim Medical Centre,6.4812,51.5385,45.8564,2.1688,3.1181,0.9355,1.1603,58.9438,71.9298,87.9668,0.3645,0.829,34.262,13.686,10.2545,82.5871,66.1735,1.1117,0.972,17.1365,1.4047,85.085,89.5487,90.2439,92.3345,8.3976,1.0874,14737
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81029,Putnoe Medical Centre Partnership,7.9964,70.2648,71.7514,2.9351,5.5202,1.5178,3.9172,64.4737,68.8136,91.7293,1.01,1.338,17.451,9.7819,15.6911,76.48,68.6328,0.5413,1.1439,13.8854,1.1087,86.5691,84.9462,77.7778,90.9465,14.5254,2.0256,17454
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81030,Cauldwell Medical Centre,5.1662,50.6667,52,1.611,1.8769,0.8829,1.5928,52.6971,62.9921,76.5432,0.6007,1.682,29.937,8.0172,10.2394,82.7869,65.1047,0.5188,1.6747,12.3583,0.5088,86.7084,82.9412,79.4393,90.6542,19.8266,1.074,9252
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81031,Great Barford Surgery,6.8401,75.4808,69.7842,3.2421,3.91,1.5143,3.7663,73.9437,75,90.1961,0.5824,0.237,16.572,8.4714,18.5595,69.3878,61.0526,0.5048,0.796,11.0427,0.3679,87.5725,83.4952,90.7692,95.3846,9.5433,1.5337,5071
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81032,Lea Vale Medical Practice,5.1214,61.8543,52.4871,1.7488,2.1567,1.3127,1.874,52.0844,63.7868,81.3291,0.5322,1.348,29.593,7.3336,10.0964,78.4593,56.7561,0.4382,1.346,12.4402,1.0385,82.5483,87.7907,82.5431,93.5345,18.2784,1.0831,42227
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81033,Shefford Health Centre,6.8616,76.6823,81.4815,2.4836,2.9457,1.2493,3.9269,78.1403,80.2597,91.0314,0.9904,0.569,11.698,7.8451,14.0006,79.0373,59.6588,0.4529,0.7814,10.524,0.7546,87.5936,87.0769,81.4433,92.268,11.0982,1.5031,16982
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81034,Toddington Medical Centre,7.3655,74.9077,73.6585,3.0561,7.4984,1.8537,4.2836,81.8182,82.4859,91.8919,0.8392,0.825,12.541,8.3729,18.6498,86.2805,76.6581,0.4384,0.5636,14.2502,0.7883,91.5285,83.2558,87.6404,98.8764,8.4761,1.9163,7081
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81035,Sandy Health Centre,8.375,74.7573,70.8738,2.9532,3.0373,1.8291,4.0057,80.0676,80.7018,92.233,0.8788,1.66,17.574,9.0057,16.636,82.8746,65.7955,0.5722,1.0219,15.7014,0.1791,90.7162,86.6995,91.5254,95.7627,12.6469,2.0029,9133
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81036,Ivel Medical Centre,7.4637,74.4076,72.5632,3.0097,2.4453,1.8104,4.0562,75.2119,75.463,94.8718,0.993,0.552,13.925,8.3017,16.011,72.1868,57.7231,0.6264,0.8021,10.9051,0.223,87.285,88.7218,62.0915,79.7386,10.1639,1.6958,12891
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81037,The De Parys Group,7.7201,75.2545,76.3514,3.6009,5.0251,1.6822,5.1174,66.6383,75.7697,87.5912,1.0844,1.134,19.329,8.7598,18.8526,78.5487,62.9519,0.6495,1.5763,11.3276,2.3825,86.9868,83.7363,84.5666,94.0803,13.9442,2.0247,38936
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81038,King Street Surgery,7.6714,70.8101,63.1902,3.3718,6.7339,1.7158,4.0986,61.5603,68.5864,88.0597,0.8556,0.636,18.344,10.8307,18.6301,76.7296,52.2273,0.759,1.1592,14.8547,0.4241,84.7184,87.6204,79.3313,88.4498,14.1408,1.9504,22392
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81040,Sundon Medical Centre,5.9249,71.134,78.4314,3.5041,3.4209,1.8852,4.3029,64.094,77.1429,80.2469,1.2355,0.875,18.933,9.9987,17.7868,79.6117,71.8601,0.458,0.9479,11.5017,0.7337,84.7164,83.3333,81.6794,89.313,13.5633,2.0236,9834
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81041,Gardenia Practice,5.6155,56.1644,62.6126,2.5211,1.28,1.4498,2.0426,56.2992,70.2439,84.0764,0.4499,0.895,32.368,12.2426,11.934,83.5294,71.822,0.7856,0.9641,12.9824,0.0512,85.3418,85.7143,81.0185,90.2778,15.9996,1.3784,13182
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81043,Marston Forest Healthcare,5.0453,74.5968,69.8864,2.3698,3.1992,1.669,2.8492,69.4149,81.0811,88.6364,0.7008,0.977,10.651,8.0235,13.9788,90.7217,73.3061,0.4518,0.5901,10.3653,0.6924,90.2551,80.402,77.8689,92.623,10.2345,1.3555,7945
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81044,Leighton Road Surgery,7.123,70.2055,69.4872,2.7522,3.1144,1.5506,3.6396,70.8564,68.2353,88.75,0.6831,1.192,11.222,6.5833,14.379,80.3371,64.2979,0.354,0.9423,13.0279,0.2374,79.9557,87.5,75,90.625,12.8321,1.5406,17273
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81045,Kingsbury Court Surgery,6.5891,67.8832,70.4301,3.1154,3.246,1.9869,3.5012,72.6496,73.7179,82.2222,0.9452,1.311,16.436,9.2432,14.7087,80.5687,71.3509,0.7813,1.2346,10.2891,0.6906,83.3185,83.7104,75,93.1818,16.0865,1.8808,10371
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81046,Dr Sulakshana & Partners,6.8083,78.5872,74.8428,3.3987,3.1269,1.8606,5.2179,70.6422,78.4615,85.1485,0.7194,0.474,10.226,8.3913,17.8202,79.6902,63.5959,0.4879,0.6946,7.5146,0.1039,81.6081,87.2881,42.5532,88.6525,9.6531,2.274,12100
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81047,Goldington Avenue Surgery,6.1399,76.7857,64.759,2.9189,5.5487,1.4348,3.9704,72.0067,77.1218,85.2632,1.1172,1.31,18.982,7.759,16.0186,86.3934,73.175,0.4491,1.3143,20.0754,1.5915,87.1815,86.2981,79.7546,92.0245,12.5888,1.9168,17056
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81048,Bute House Medical Centre,5.0099,55,49.0446,2.7519,2.7276,1.2251,2.0845,59.9057,71.9424,84.1727,0.5394,0.685,35.897,11.4292,12.8634,77.0115,63.9092,0.5943,1.1885,15.6453,1.6117,87.866,84.3284,85.9551,89.8876,14.5819,1.3074,10553
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81049,Priory Medical Centre,6.6053,71.2687,78.6127,2.9146,3.5305,1.2897,3.8432,70.7113,76.4286,90.9091,0.7996,0.445,14.723,7.9149,15.9917,66.9039,54.1189,0.748,0.6835,10.1781,0.9694,75.8342,87.8981,80,87.0588,11.7362,1.5863,7729
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81050,Asplands Medical Centre,7.2281,78.2895,71.0191,2.7021,4.672,2.113,4.9486,78.0679,84.8249,88.6598,0.864,0.713,11.322,6.4216,18.0112,88.1295,76.4537,0.3927,0.6598,10.9142,0.7989,89.7708,86.8778,86.3248,94.8718,8.9816,1.8695,11473
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81052,Kirby Road Surgery,8.8611,71.9298,73.913,3.9467,5.8904,2.96,4.5387,78.3133,80.7018,95.7447,0.9373,0.931,15.48,8.5971,16.4776,84.9693,71.0891,0.4317,0.9127,10.9568,0.1793,89.3138,77.7778,85.1064,92.5532,15.7826,2.2817,8330
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81057,Saffron Health Partnership,7.2981,77.7778,72.4551,3.1377,4.5758,1.9,4.7682,74.8982,79.1866,94.0171,0.7856,1.059,14.694,8.2548,15.5652,81.1594,67.5349,0.5435,0.9317,13.5029,2.0074,87.6374,87.0833,86.1905,92.8571,11.229,1.8497,21048
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81060,Linden Road Surgery,7.1913,63.9535,68.3761,3.3139,3.706,1.582,3.4138,57.7273,64.8936,75.8621,1.249,0.632,25.892,12.1896,16.2531,86.911,70.828,1.2823,1.8984,12.7816,0.7925,93.6428,86.7089,55.7692,89.4231,17.495,1.9317,7243
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81061,"Drs Carragher, Neal & Akhtar",6.7223,79.638,81.6456,2.3,3.2853,1.1988,3.1642,80.4,81.295,91.9192,0.3903,1.15,9.731,7.3908,13.3956,78.453,73.9744,0.223,0.697,11.8087,0.1113,93.1877,84,75.3425,90.411,8.4451,1.6448,5704
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81063,Conway Medical Centre,7.4584,47.4453,40.1961,3.6239,3.4816,0.6629,1.149,55.9271,87.0968,79.5082,0.5082,0.307,36.295,17.7263,12.7389,85.1563,82.439,1.149,1.0607,29.8773,0.663,98.0108,93.4911,96.2441,97.6526,12.5929,1.4253,7956
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81069,Caddington Surgery,8.7094,72.9592,78.1955,4.2358,5.4854,3.1568,4.4555,73.7226,72.549,88,1.3387,0.947,14.703,10.5679,19.5604,76.0714,68.9557,0.2797,0.999,10.801,0.1215,86.4561,88.1482,93.1507,97.2603,12.0364,2.977,5936
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81073,The Medici Medical Practice,4.1227,55.9078,52.1008,1.7103,0.8679,1.4637,1.65,53.6585,65.1376,73.3906,0.5317,0.788,33.021,8.0069,10.284,67.4797,53.6196,0.4605,1.0744,8.5546,0.1155,84.8579,87.1287,68.9474,83.6842,18.4554,0.8004,17225
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81074,Houghton Close Surgery,8.8333,78.1327,72.7891,3.3436,3.7546,1.74,5.6209,80.814,82.6087,90.678,1.1088,1.216,8.811,7.4966,17.3064,79.9625,60.9365,0.4265,0.6824,9.5293,0.8895,83.6451,88.2353,90.7563,94.958,9.5776,2.1665,10908
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81076,Dr Dv Shah's Practice,6.7434,64.9485,83.3333,2.8728,4.7631,1.5005,1.9396,64.2512,85.9155,78.4615,0.6587,0.891,26.75,13.6364,16.4318,92.6471,88.9764,1.0064,0.8966,19.9185,0.5822,94.4544,95.3488,98.9247,100,12.0505,1.3175,5000
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81612,Drs Mirza Sukhani & Partners,6.5549,58.3942,45.8333,2.9267,6.5187,0.9989,2.1556,56.2189,77.5,92,0.8938,0.142,33.464,15.8924,15.142,77.6699,70.8279,1.6474,0.8062,12.9428,0.2541,88.8265,87.5598,85.8333,92.5,14.5094,1.3319,5782
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81615,Ashburnham Road Surgery,4.962,46.9697,37.5,1.6929,1.5535,0.5643,0.917,56.875,67.3913,84.2105,0.1176,0.792,35.826,13.568,9.217,90.6977,77.3639,0.6584,1.3402,16.6616,0.1105,83.5371,90.4762,92.5926,95.0617,13.9042,0.6113,3451
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81617,Dr Ps Bath's Practice,5.7411,72.8261,77.0492,3.4607,5.7711,1.8911,3.7821,72.6744,81.5217,78.4314,0.6241,0.599,18.088,11.2739,19.3457,77.3481,67.8147,0.4349,0.8699,19.1092,0.7505,92.6183,87.5817,88.3721,94.186,13.4444,1.8911,5180
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81631,Malzeard Road Practice,5.2274,44.186,52.381,2.2095,1.9538,0.5012,0.8183,46.2908,65.5172,93.4579,0.4808,0.633,35.869,13.8956,10.3826,87,66.2295,0.757,1.1047,13.7039,0.0503,81.2938,86.6973,54.1667,77.0833,10.6168,0.716,7752
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81632,Barton Hills Medical Group,6.5155,71.2727,73.3696,3.1742,5.9704,1.8557,3.7358,65.6489,73.5099,84.2857,0.7447,1.176,17.425,10.9824,18.2517,80.7808,68.5886,0.6348,0.9523,10.2916,0.3689,88.7613,89.4273,80.1587,92.8571,10.7106,2.0388,8355
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81633,Neville Road Surgery,6.1916,57.8313,51.6667,2.333,1.7516,1.1289,1.6557,58.6957,71.6667,89.5522,0.5456,0.929,24.389,12.5324,10.3481,70.5882,60.2151,0.8278,0.8278,11.8365,0.417,89.5312,89.6226,74.0741,81.4815,13.8094,1.1477,4041
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81635,Eastgate Surgery,6.507,70.6767,73.5849,2.1008,3.2461,1.2999,2.1665,72.5926,76.1364,77.3333,0.3545,1.937,17.192,7.813,11.0294,83.6364,65.6296,0.2363,0.6171,12.007,0.2058,89.7795,77.1429,85.7143,98.4127,15.2648,1.1029,5250
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82003,Wolverton Health Centre,5.7583,65.928,59.9206,1.8867,1.2463,1.8012,2.308,62.5806,69.863,88.4393,0.3297,1.82,27.862,8.6157,12.4496,77.6423,59.7881,0.5617,0.9525,10.6182,0.5285,86.6973,87.4419,84.127,91.5344,18.4245,0.9647,14852
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82009,Stony Medical Centre,5.7352,77.1845,70.229,2.5359,4.7618,1.4951,3.6034,78.8644,80.0948,94.4785,0.9015,0.551,12.559,7.7206,15.9676,79.5317,61.8428,0.6059,0.7891,13.9166,0.4974,89.1517,84.701,88.9831,94.0678,10.6863,1.307,17870
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82013,The Red House Surgery,9.0121,73.499,76.435,3.3885,1.1619,2.7939,4.6923,70.5357,77.0428,89.0625,0.9098,0.431,19.401,9.4617,17.7806,86.3233,75.2996,0.437,0.917,10.5448,0.1515,90.1964,84.4898,87.0968,95.1613,13.8748,1.9342,15852
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82015,Parkside Medical Centre,5.2157,69.2053,69.7561,2.7525,4.6685,2.83,3.1789,71.978,76.5714,94.9367,0.9595,0.621,18.154,9.6151,17.5712,84.5529,67.036,0.8238,0.8626,13.2605,0.4029,87.9369,85.5422,84.0708,92.9204,14.8738,1.5507,10445
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82016,Newport Pagnell Medical Centre,6.1796,75.9211,69.7095,2.8042,2.5268,1.5772,4.4392,75.4986,77.0308,93.2203,0.9245,0.444,12.067,6.6773,15.1734,66.2651,49.8558,0.4113,0.6696,10.5811,0.3942,87.0184,79.0524,76.6393,89.3443,11.0714,1.4038,23789
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82025,Sovereign Medical Centre,6.2792,72.2359,65.283,3.0742,1.4935,1.9597,4.1609,64.1243,69.4175,89.6552,1.0959,0.045,18.673,10.5921,14.6187,67.0769,53.5629,1.1145,0.9009,9.5227,0.0872,84.5894,83.4254,48,78.8571,11.5525,1.5696,12116
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82026,Whaddon Healthcare,7.1404,70.5224,69.2695,2.5869,3.035,2.4411,3.3338,72.956,75.3709,90.3061,0.838,1.077,22.046,9.9308,17.7984,85.1906,69.0948,0.5693,0.8744,14.7993,0.794,94.8638,90.796,85.1724,92.4138,16.1147,1.3071,21975
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82027,Purbeck Health Centre,5.7178,61.0169,50.4202,2.3048,2.5208,2.8354,2.2716,56.1905,62.8866,81.8182,0.3648,1.188,26.155,8.8662,15.0887,68.3333,38.2278,0.514,1.028,11.0833,0.1464,79.2051,84.6154,83.1169,90.9091,19.846,1.2933,5908
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82032,Oakridge Park Medical Centre,6.3536,67.7711,62.3932,2.1821,3.0319,2.1085,2.6888,68.9189,72.6316,89.8148,0.2615,1.242,23.288,9.2889,15.34,69.2308,58.589,0.7764,0.9398,11.117,0.5319,89.5654,80.4546,82.5,93.125,17.0685,1.2422,11224
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82039,Bedford Street Surgery,5.0451,61.3445,63.8462,1.9786,1.3159,1.6076,2.195,58.6491,66.5217,86.9822,0.6801,0.721,18.481,7.5837,12.3416,68.7166,59.8027,0.5998,1.0882,10.5589,0.1645,88.9037,79.8969,72.619,86.3095,17.718,1.1933,14357
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82054,Ashfield Medical Centre,7.4883,55.7093,49.7585,3.5477,3.6298,3.4718,2.7604,54.6703,60.2339,92.6829,0.8632,0.932,36.407,11.2934,16.9987,77.6824,48.5568,1.0245,1.1952,12.3412,2.367,86.2369,81.1765,76.3314,85.7988,19.7456,1.6411,12659
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82057,Cobbs Garden Surgery,8.298,76.9231,81.1159,3.3251,4.0061,1.7412,5.6953,80.7018,78.2383,96.4912,1.0447,0.895,9.057,6.2034,17.5354,72.9268,62.3805,0.2921,0.6965,11.5914,0.8011,89.165,84.4721,75.3086,90.1235,7.978,1.8535,7954
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82059,Westfield Road Surgery,7.0076,66.3717,67.5,2.0288,2.9765,2.5502,2.5388,76.3636,77.9528,93.9655,0.5894,0.415,23.331,8.2774,15.7769,83.2536,66.5258,0.3514,0.8274,15.2525,0.15,90.2363,81.8841,84.6939,94.898,15.5367,0.9521,8510
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82064,Fishermead Medical Centre,3.9893,65.493,54.1284,1.5545,1.7661,1.6994,2.0155,53.4014,64.6465,92.6829,0.1713,0.55,28.645,7.2662,10.9208,88.8889,65.9269,0.5138,0.988,11.7128,0.8224,85.1566,91.1392,87.013,94.8052,20.7716,1.0012,6483
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82065,Central Milton Keynes Medical Centre,5.1397,65.0442,53.3546,1.5129,3.0422,1.4151,2.2112,50.1618,68.3019,93.8889,0.2421,0.551,24.917,6.8943,11.8611,75.1773,60.7679,0.4609,0.9496,9.9871,1.4331,81.372,86.901,81.4159,88.4956,15.5227,0.8984,18273
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82610,The Grove Surgery,5.0463,54.023,47.0588,1.5588,2.7174,2.0821,2.0594,53.719,62.0968,88.7755,0.3527,0.453,38.278,8.7792,11.833,76.9231,60.0202,0.8761,1.1833,13.0133,0.8664,86.4051,83.3333,78.2178,89.1089,18.2989,0.8761,9344
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82615,Walnut Tree Health Centre,5.8118,71.0602,66.2116,1.6083,1.2182,1.3146,2.369,66.6667,75.6554,88.3495,0.2803,0.513,14.802,6.0334,11.2045,77.9762,61.6148,0.3537,0.8942,9.1542,0.2248,88.7805,84.7826,80.8696,89.5652,13.19,0.7741,10674
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82617,The Stonedean Practice,6.9752,71.8615,72.4551,2.4451,4.8612,2.1596,3.8724,76.8966,73.6111,89.1892,0.4344,0.988,13.321,7.2986,16.4329,87.6652,69.0064,0.422,0.6702,8.6404,1.0778,90.8033,84.3537,90.1235,93.8272,11.967,1.266,7045
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82631,Milton Keynes Village Surg,5.8037,72.8972,74.8227,1.4938,2.6598,1.093,2.3197,68.652,75.265,87.3874,0.2368,0.876,10.591,6.4302,10.4991,84.3972,64.6725,0.3522,0.5829,11.7113,0.8766,87.7857,87.7907,81.25,92.1875,9.1331,0.7226,11063
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",K82633,Westcroft Health Centre,5.3516,70.4918,68.2609,1.3559,2.5474,0.7661,1.9943,71.6692,79.0076,89.8649,0.2493,0.89,11.255,6.4202,10.3119,86.6667,79.5377,0.456,0.7053,9.1509,0.117,88.4432,83.9081,94.8148,95.5556,9.8008,0.7661,10597
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",Y00560,Wootton Vale & Shortstown Surgery,6.6688,75.3205,65.5738,1.5503,3.4499,1.0526,2.6429,77.9184,80.9302,93.1035,0.3547,1.825,14.409,6.756,10.9147,74.359,58.8991,0.286,0.6407,13.0393,0.2571,85.4827,79.1837,84.3284,94.7761,10.7357,1.1098,11813
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",Y02332,Kingsway Health Centre,5.745,58.5294,60.5932,2.5726,1.8919,0.8863,1.4214,51.3661,70.5882,79.0614,0.4702,0.616,31.136,11.842,10.3389,77.7778,62.4235,0.4486,1.0539,9.7347,0.0964,83.7532,91.8114,74.3243,88.5135,10.4448,1.0755,16126
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",Y02463,The Town Centre Practice,2.3024,49.5238,31.9149,1.1254,0.5546,0.5668,0.672,39.8844,61.2245,84.264,0.0648,0.387,36.386,5.1756,6.5501,77.2727,69.5045,0.251,0.8582,9.6474,0.1345,86.6888,89.4118,76.9231,85.7143,23.658,0.3967,10680
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",Y02900,Brooklands Health Centre,3.2132,58.6207,54.7739,0.6722,1.0185,0.4196,0.9654,64.2662,65.6716,79.7468,0.0677,0.427,14.364,4.6255,6.2348,77.3585,56.5087,0.2707,0.5865,8.2437,0.1791,81.4704,84.9558,66.6667,80.8333,10.3833,0.4241,13621
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",Y06810,Whitehouse Health Centre,4.5107,69.0196,70.2128,1.545,1.4379,1.0727,1.7407,66.8135,70.303,86.2348,0.2024,0.751,15.127,6.3505,8.9664,67.5214,55.9406,0.3846,0.7894,12.4164,0.2285,84.8528,83.4395,75.2066,85.124,11.7428,0.7017,10814
